name,ranking,categories,mechanics,yearpublished,playingtime,minage,usersrate,average,bayesaverage,stddev,numcomments,numweights,averageweight,recom_plyrs_int,avgprice,numcat,nummech,langdep
Tainted Grail: The Fall of Avalon,86,"Adventure, Exploration, Fantasy, Mature / Adult, Medieval, Mythology, Travel","Area Movement, Campaign / Battle Card Driven, Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Hand Management, Map Addition, Modular Board, Narrative Choice / Paragraph, Role Playing, Solo / Solitaire Game, Storytelling, Variable Player Powers",2019,120,14,9899,8.18341,7.58723,1.80921,2305,383,3.3003,1,138.3,7,13,5
Architects of the West Kingdom,87,"City Building, Medieval","Open Drafting, Solo / Solitaire Game, Variable Player Powers, Worker Placement",2018,80,12,23684,7.78166,7.57405,1.17372,3468,811,2.7546,4,51.87,2,4,2
El Grande,88,"Medieval, Renaissance","Action Drafting, Area Majority / Influence, Area Movement, Auction/Bidding, Hand Management, Memory, Open Drafting, Selection Order Bid, Simultaneous Action Selection, Turn Order: Progressive, Turn Order: Stat-Based",1995,120,12,25735,7.74231,7.56659,1.3331,5518,2155,3.0427,5,15.8,2,11,3
Keyflower,89,"City Building, Economic, Renaissance, Territory Building, Transportation","Auction/Bidding, Auction: Fixed Placement, Constrained Bidding, End Game Bonuses, Hexagon Grid, Modular Board, Multiple-Lot Auction, Network and Route Building, Ownership, Set Collection, Tile Placement, Turn Order: Auction, Variable Set-up, Worker Placement, Worker Placement Different Worker Types",2012,120,12,21179,7.75744,7.56185,1.31415,3715,950,3.3442,4,69.69,5,15,1
Caylus,90,"City Building, Economic, Medieval","Action Queue, Ownership, Turn Order: Claim Action, Turn Order: Pass Order, Variable Set-up, Worker Placement",2005,150,12,28137,7.74139,7.55695,1.47086,6287,3223,3.8005,3,120.99,3,6,1
Beyond the Sun,91,"Science Fiction, Space Exploration","Action Drafting, Area Majority / Influence, Contracts, Events, Point to Point Movement, Tech Trees / Tech Tracks, Worker Placement",2020,120,14,9028,7.99028,7.55264,1.1389,1351,293,3.0956,3,67.73,2,7,3
Battlestar Galactica: The Board Game,92,"Bluffing, Deduction, Movies / TV / Radio theme, Political, Science Fiction, Space Exploration, Spies/Secret Agents","Area Movement, Dice Rolling, Hand Management, Hidden Roles, Once-Per-Game Abilities, Role Playing, Team-Based Game, Traitor Game, Variable Player Powers, Variable Set-up, Voting",2008,180,14,34936,7.73298,7.55207,1.59229,7008,2150,3.2502,5,340.0,7,11,4
Mombasa,93,Economic,"Action Queue, Area Majority / Influence, Deck Bag and Pool Building, Hand Management, Investment, Open Drafting, Simultaneous Action Selection, Stock Holding, Turn Order: Claim Action, Variable Player Powers",2015,150,12,12338,7.86804,7.54532,1.26477,1883,619,3.8901,4,150.0,1,10,1
Dominion: Intrigue,94,"Card Game, Medieval","Deck Bag and Pool Building, Delayed Purchase, Hand Management",2009,30,13,32199,7.70064,7.53884,1.35592,4362,1345,2.4186,3,33.39,2,3,3
Troyes,95,"Dice, Economic, Medieval","Area Majority / Influence, Dice Rolling, End Game Bonuses, Hidden Victory Points, Income, Ownership, Set Collection, Solo / Solitaire Game, Turn Order: Progressive, Variable Set-up, Worker Placement with Dice Workers, Worker Placement Different Worker Types",2010,90,12,21457,7.73436,7.53749,1.33015,4029,1208,3.4644,3,56.8,3,12,1
Raiders of the North Sea,96,"Medieval, Nautical","Contracts, Dice Rolling, Hand Management, Worker Placement, Worker Placement Different Worker Types",2015,80,12,20483,7.75752,7.53658,1.18155,3095,581,2.5404,3,49.54,2,5,3
The Lord of the Rings: Journeys in Middle-Earth,97,"Adventure, Fantasy, Fighting, Miniatures, Novel-based","Campaign / Battle Card Driven, Cooperative Game, Deck Bag and Pool Building, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers",2019,120,14,13308,7.96659,7.53467,1.5073,1822,395,2.6101,2,84.59,5,9,4
Twilight Imperium: Third Edition,98,"Civilization, Negotiation, Political, Science Fiction, Space Exploration, Wargame","Action Points, Area-Impulse, Dice Rolling, Follow, Grid Movement, Hexagon Grid, Increase Value of Unchosen Resources, Modular Board, Player Elimination, Tile Placement, Trading, Variable Phase Order, Variable Player Powers, Voting",2005,240,14,18932,7.80923,7.53294,1.70915,4384,2068,4.2544,6,119.47,6,14,4
Eldritch Horror,99,"Adventure, Fighting, Horror, Novel-based, Travel","Action Points, Cooperative Game, Dice Rolling, Point to Point Movement, Role Playing, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers",2013,240,14,33334,7.76758,7.53273,1.53036,5199,1604,3.3236,4,53.2,5,8,4
Lorenzo il Magnifico,100,Renaissance,"Dice Rolling, Open Drafting, Variable Player Powers, Worker Placement, Worker Placement with Dice Workers",2016,120,12,12083,7.86971,7.53011,1.21776,1807,375,3.2987,4,57.49,1,5,1
Tigris & Euphrates,101,"Ancient, Civilization, Territory Building","Area Majority / Influence, Connections, Hand Management, Highest-Lowest Scoring, Income, Set Collection, Square Grid, Tile Placement",1997,90,12,27242,7.70294,7.52849,1.48814,6833,2710,3.5026,4,107.5,3,8,1
Decrypto,102,"Bluffing, Deduction, Party Game, Spies/Secret Agents, Word Game","Communication Limits, Targeted Clues, Team-Based Game",2018,45,12,17001,7.78457,7.5262,1.24857,2369,284,1.7782,6,34.82,5,3,5
Cthulhu: Death May Die,103,"Fantasy, Fighting, Horror, Miniatures, Novel-based","Action Points, Cooperative Game, Dice Rolling, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Player Powers",2019,120,14,7576,8.13789,7.52384,1.4386,1330,245,2.4041,3,105.03,5,6,3
Inis,104,"Card Game, Exploration, Medieval, Miniatures, Mythology","Action Drafting, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Closed Drafting, Hand Management, King of the Hill, Map Addition, Modular Board, Variable Phase Order, Variable Set-up",2016,90,14,16471,7.81721,7.51863,1.47085,2794,437,2.8833,4,79.15,5,11,4
Russian Railroads,105,"Industry / Manufacturing, Trains","End Game Bonuses, Tech Trees / Tech Tracks, Turn Order: Claim Action, Worker Placement",2013,120,12,16723,7.75248,7.51665,1.29474,2528,815,3.4098,4,96.77,2,4,1
Patchwork,106,"Abstract Strategy, Economic, Puzzle","Grid Coverage, Income, Open Drafting, Square Grid, Tile Placement, Time Track, Turn Order: Stat-Based, Victory Points as a Resource",2014,30,8,57142,7.61896,7.51398,1.15818,7472,1494,1.6124,2,24.0,3,8,1
Rising Sun,107,"Bluffing, Fantasy, Miniatures, Mythology, Negotiation, Wargame","Action Drafting, Alliances, Area Majority / Influence, Area Movement, Auction: Sealed Bid, Betting and Bluffing, Closed Drafting, End Game Bonuses, Follow, Force Commitment, Negotiation, Set Collection, Simultaneous Action Selection, Take That, Variable Phase Order, Variable Player Powers, Variable Set-up",2018,120,14,19007,7.80596,7.51106,1.61449,3172,581,3.2909,4,263.33,6,17,2
The Isle of Cats,108,"Animals, Fantasy, Puzzle","Closed Drafting, Grid Coverage, Hidden Victory Points, Income, Open Drafting, Pattern Building, Set Collection, Solo / Solitaire Game, Square Grid, Tile Placement, Turn Order: Stat-Based",2019,90,8,15707,7.81716,7.51029,1.22501,2531,386,2.3316,3,91.48,3,11,3
Trajan,109,"Ancient, Political","Area Movement, Hand Management, Mancala, Open Drafting, Set Collection",2011,120,12,16354,7.75335,7.5045,1.35612,2943,903,3.6534,4,72.5,2,5,1
Trickerion: Legends of Illusion,110,Post-Napoleonic,"Action Points, Action Queue, Catch the Leader, Dice Rolling, Simultaneous Action Selection, Tile Placement, Turn Order: Stat-Based, Worker Placement, Worker Placement Different Worker Types",2015,180,14,8835,7.96023,7.5036,1.4242,1637,613,4.2365,4,68.01,1,9,3
Clank! In! Space!: A Deck-Building Adventure,111,Science Fiction,"Deck Bag and Pool Building, Delayed Purchase, Modular Board, Open Drafting, Player Elimination, Point to Point Movement, Push Your Luck",2017,90,12,12211,7.82609,7.49067,1.20023,1750,212,2.5425,3,61.49,1,7,3
Dominion,112,"Card Game, Medieval","Deck Bag and Pool Building, Delayed Purchase, Hand Management, Take That, Variable Set-up",2008,30,13,84815,7.60419,7.48971,1.42108,14137,5067,2.3525,3,34.86,2,5,3
The Search for Planet X,113,"Deduction, Puzzle","Action Points, Deduction, End Game Bonuses, Solo / Solitaire Game, Time Track",2020,60,13,6525,8.06401,7.48952,1.17547,1062,155,2.3613,2,39.79,2,5,5
Aeon's End: War Eternal,114,"Card Game, Fantasy, Science Fiction","Cooperative Game, Deck Bag and Pool Building, Hand Management, Open Drafting, Variable Phase Order, Variable Player Powers",2017,60,14,4711,8.3268,7.48943,1.28243,849,122,2.9262,2,39.8,3,6,4
Codenames,115,"Card Game, Deduction, Party Game, Spies/Secret Agents, Word Game","Communication Limits, Memory, Push Your Luck, Team-Based Game",2015,15,14,80174,7.57477,7.484,1.30049,10560,2048,1.2744,6,17.72,5,4,5
Obsession,116,Post-Napoleonic,"Deck Bag and Pool Building, Open Drafting, Solo / Solitaire Game, Worker Placement",2018,90,14,5154,8.26818,7.48286,1.32751,1426,222,3.1171,2,247.5,1,4,3
Roll for the Galaxy,117,"Civilization, Dice, Economic, Science Fiction, Space Exploration","Action Retrieval, Contracts, Deck Bag and Pool Building, Dice Rolling, Follow, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers, Worker Placement with Dice Workers",2014,45,13,29609,7.62786,7.4792,1.33231,4527,905,2.7757,3,60.47,5,9,3
Pandemic: Iberia,118,"Medical, Post-Napoleonic, Trains","Action Points, Cooperative Game, Hand Management, Network and Route Building, Point to Point Movement, Set Collection, Solo / Solitaire Game, Trading, Variable Player Powers",2016,45,8,9483,7.90496,7.47618,1.21089,1626,165,2.5818,4,47.33,3,9,2
Vinhos: Deluxe Edition,119,"Economic, Industry / Manufacturing","Area Majority / Influence, Variable Phase Order, Worker Placement",2016,135,14,5631,8.14509,7.476,1.26425,1037,315,4.0413,4,139.98,2,3,1
Champions of Midgard,120,"Adventure, Dice, Fantasy, Fighting, Medieval, Mythology","Dice Rolling, Set Collection, Variable Player Powers, Worker Placement",2015,90,10,15747,7.74431,7.47215,1.25459,2786,378,2.5926,4,75.48,6,4,2
Yokohama,121,Economic,"Contracts, End Game Bonuses, Grid Movement, Modular Board, Network and Route Building, Set Collection, Variable Set-up, Worker Placement, Worker Placement Different Worker Types",2016,90,14,10566,7.82939,7.47184,1.15476,1904,336,3.2976,3,79.62,1,9,2
Cartographers,122,"Fantasy, Territory Building","Bingo, Grid Coverage, Line Drawing, Paper-and-Pencil, Solo / Solitaire Game, Square Grid",2019,45,10,21816,7.67282,7.46834,1.11867,2837,513,1.885,4,22.41,2,6,2
Forbidden Stars,123,"Bluffing, Fighting, Miniatures, Science Fiction, Wargame","Area Majority / Influence, Area Movement, Card Play Conflict Resolution, Deck Bag and Pool Building, Dice Rolling, Hand Management, Modular Board, Order Counters, Variable Player Powers",2015,180,14,8458,7.96983,7.4668,1.45638,1593,420,3.8286,3,200.0,5,9,4
Pandemic,124,Medical,"Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",2008,45,8,114792,7.56655,7.46402,1.33088,18058,5769,2.4046,4,27.53,1,7,2
Res Arcana,125,"Card Game, Fantasy","Hand Management, Open Drafting, Race, Score-and-Reset Game, Take That, Turn Order: Pass Order, Variable Player Powers",2019,60,12,17313,7.71787,7.46222,1.33718,2559,430,2.614,2,32.0,2,7,2
PARKS,126,"Animals, Economic, Environmental, Travel","Contracts, End Game Bonuses, Modular Board, Solo / Solitaire Game, Track Movement, Turn Order: Claim Action, Worker Placement",2019,60,10,17683,7.73204,7.46215,1.20089,2821,453,2.1479,3,46.87,4,7,2
Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,127,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic, Spies/Secret Agents","Cooperative Game, Narrative Choice / Paragraph, Solo / Solitaire Game, Storytelling",1982,120,13,19547,7.6772,7.45463,1.44672,3662,618,2.6683,2,43.99,5,4,5
Age of Steam,128,"Economic, Trains, Transportation","Auction/Bidding, Catch the Leader, Connections, Dice Rolling, Loans, Network and Route Building, Pick-up and Deliver, Player Elimination, Scenario / Mission / Campaign Game, Selection Order Bid, Tile Placement, Turn Order: Auction, Victory Points as a Resource",2002,120,13,10007,7.81286,7.45135,1.60643,2951,964,3.8911,4,30.0,3,13,2
Kemet,129,"Ancient, Miniatures, Mythology, Wargame","Action Points, Area Majority / Influence, Area Movement, Card Play Conflict Resolution, Hand Management, Open Drafting",2012,120,13,18001,7.68524,7.45107,1.33369,2983,696,3.0,4,46.1,4,6,1
Hansa Teutonica,130,Medieval,"Action Points, Area Majority / Influence, End Game Bonuses, Network and Route Building, Ownership, Tech Trees / Tech Tracks",2009,90,12,13735,7.71295,7.44763,1.37067,2760,766,3.1057,5,52.61,1,6,1
Watergate,131,"Card Game, Political","Action/Event, Campaign / Battle Card Driven, Connections, Hand Management, Once-Per-Game Abilities, Take That, Tug of War",2019,60,12,8944,7.85642,7.44204,1.14544,1303,231,2.2511,2,28.78,2,7,4
Targi,132,"Arabian, Card Game","End Game Bonuses, Modular Board, Open Drafting, Set Collection, Square Grid, Turn Order: Progressive, Worker Placement",2012,60,12,19559,7.63581,7.44065,1.10502,3223,592,2.3446,2,18.31,2,7,3
Concordia Venus,133,"Ancient, Economic","Action Retrieval, Advantage Token, Auction: Dutch, Communication Limits, Deck Bag and Pool Building, Follow, Hand Management, Movement Points, Network and Route Building, Open Drafting, Point to Point Movement, Set Collection, Team-Based Game, Variable Set-up",2018,120,12,4114,8.30666,7.43862,1.20617,741,128,3.0703,4,61.02,2,14,2
Endeavor: Age of Sail,134,"Exploration, Nautical, Renaissance","Area Majority / Influence, Open Drafting, Point to Point Movement, Set Collection, Tech Trees / Tech Tracks",2018,90,13,8065,7.94135,7.43856,1.16034,1887,229,2.8122,4,84.2,3,5,2
Alchemists,135,"Deduction, Fantasy","Action Drafting, Constrained Bidding, Deduction, End Game Bonuses, Events, Hand Management, Open Drafting, Turn Order: Progressive",2014,120,13,20799,7.66,7.43618,1.41428,3164,1099,3.9172,4,44.95,2,8,3
Star Realms,136,"Card Game, Fighting, Science Fiction","Deck Bag and Pool Building, Delayed Purchase, Hand Management, Open Drafting, Take That",2014,20,12,40919,7.57167,7.43172,1.27411,6494,1335,1.9333,2,26.55,3,5,2
Legendary Encounters: An Alien Deck Building Game,137,"Card Game, Fighting, Horror, Movies / TV / Radio theme, Science Fiction","Cooperative Game, Deck Bag and Pool Building, Delayed Purchase, Events, Hidden Roles, Open Drafting, Player Elimination, Solo / Solitaire Game, Team-Based Game, Variable Player Powers",2014,60,17,12515,7.77198,7.4317,1.36575,2242,457,2.7024,3,180.0,5,10,3
It's a Wonderful World,138,"Card Game, Civilization, Economic, Science Fiction","Closed Drafting, End Game Bonuses, Hand Management, Set Collection, Simultaneous Action Selection, Solo / Solitaire Game, Variable Player Powers",2019,60,14,12969,7.75119,7.42812,1.23103,1871,335,2.3045,4,43.85,4,7,1
The Quest for El Dorado,139,"Adventure, Exploration, Racing","Deck Bag and Pool Building, Delayed Purchase, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Open Drafting, Race",2017,60,10,18677,7.64479,7.42672,1.09563,2914,453,1.9249,4,37.42,3,8,2
Stone Age,140,"Dice, Economic, Prehistoric","Contracts, Dice Rolling, End Game Bonuses, Set Collection, Turn Order: Progressive, Worker Placement",2008,90,10,49249,7.54218,7.42534,1.24375,8330,2944,2.4667,4,45.24,3,6,1
Star Wars: X-Wing Miniatures Game,141,"Aviation / Flight, Bluffing, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Action Queue, Critical Hits and Failures, Dice Rolling, Line of Sight, Movement Template, Player Elimination, Simulation, Simultaneous Action Selection, Variable Player Powers",2012,45,14,24237,7.65598,7.42142,1.43728,3973,1135,2.4907,2,45.09,7,9,3
Ticket to Ride: Europe,142,Trains,"Connections, End Game Bonuses, Hand Management, Network and Route Building, Open Drafting, Push Your Luck, Set Collection",2005,60,8,67518,7.537,7.41595,1.1935,9677,3720,1.925,4,38.48,1,7,1
Praga Caput Regni,143,"City Building, Medieval, Puzzle","Area Majority / Influence, Enclosure, End Game Bonuses, Hexagon Grid, Income, Three Dimensional Movement, Tile Placement, Track Movement, Variable Set-up",2020,150,12,6278,8.0125,7.41503,1.20029,891,326,3.7454,3,53.39,3,9,1
Welcome To...,144,City Building,"Bingo, Contracts, Paper-and-Pencil, Pattern Building, Solo / Solitaire Game",2018,25,10,25247,7.57678,7.4128,1.12275,3284,469,1.8273,4,24.43,1,5,1
Rajas of the Ganges,145,"Dice, Economic, Territory Building","Connections, Dice Rolling, Network and Route Building, Race, Tile Placement, Worker Placement, Worker Placement with Dice Workers",2017,75,12,11799,7.72869,7.40984,1.1435,1744,366,2.8934,4,51.15,3,7,1
Just One,146,"Party Game, Word Game","Communication Limits, Cooperative Game",2018,20,8,19722,7.60937,7.40958,1.18769,2685,361,1.0499,6,21.06,2,2,5
The Lord of the Rings: The Card Game,147,"Adventure, Card Game, Collectible Components, Fantasy, Novel-based","Cooperative Game, Deck Construction, Events, Hand Management, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Set-up",2011,60,13,22930,7.66209,7.40876,1.55054,4629,1397,3.1954,2,44.18,5,7,4
